IMO Number;Name;Total fuel consumption [m tonnes];Total CO₂ emissions [m tonnes];Fuel consumption per distance [kg / n mile];CO₂ emissions per distance [kg CO₂ / n mile];;
9298636;INDEPENDENT PRIMERO;7814.4;24352.97;135.46;422.15;;
9298650;AMALTHEA;4153.7;13149.27;150.19;475.46;;
9298686;MAERSK IOWA;15709.68;48930.26;193.18;601.69;;
9298698;MAERSK OHIO;11292.88;35172.9;185.19;576.79;;
9298727;NEW ENGLAND;802.4;2498.67;120.79;376.14;;
9298741;MELTEMI;4383.96;13690.33;177.38;553.93;;
9298753;BOUBOULINA;1464.68;4600.33;308.35;968.49;;
9298765;NAUTILUS;986.6;3082.81;179.15;559.8;;
9298997;WAN HAI 625;4712.83;14823.55;186.76;587.42;;
9299032;MAERSK DOUALA;4125.24;12862.46;126.58;394.66;;
9299056;BENCHIJIGUA EXPRESS;14097.85;45197.7;169.01;541.83;;
9299111;ELKA APOLLON;4131.43;13113.07;210.68;668.7;;
9299159;STENA PERFORMANCE;348.4;1116.97;151.02;484.17;;
9299214;OTTOMANA;2136.26;6675.45;118.37;369.89;;
9299276;SPAR VIRGO;225.5;706.14;94.08;294.59;;
9299288;SPAR TAURUS;1806.2;5685.08;89.64;282.15;;
9299343;KAPTEN CAROQ;3717.89;11613.82;142.68;445.69;;
9299355;AQUANUS;1913.21;5988.42;185.49;580.6;;
9299393;MOBY AKI;22421.75;69896.1;262.25;817.52;;
9299422;MAERSK BERING;1153.66;3610.22;80.71;252.58;;
9299434;MAERSK BRISTOL;2211.69;6932.01;74.79;234.4;;
9299446;MAERSK BELFAST;2411.09;7538.87;73.1;228.56;;
9299458;MAERSK BARRY;1110.05;3495.32;64.44;202.91;;
9299460;PACIFIC ROSE;139.9;441.68;94.02;296.83;;
9299484;MARTHA A;4372.2;13783.7;131.58;414.81;;
9299496;PHOENIX AN;2307.01;7280.62;103.99;328.17;;
9299501;ENERGIZER;5098.4;16087.68;83.1;262.21;;
9299525;MSC TORONTO;13624.93;42965.28;284.58;897.41;;
9299537;MSC CHARLESTON;15865.59;50087.73;274.34;866.08;;
9299549;MSC JUDITH;12720.42;40241.86;288.88;913.88;;
9299551;MSC VITTORIA;14866.94;46953.8;290.68;918.05;;
9299563;PGC MARINA;1344.62;4310.86;116.08;372.14;;
9299628;CMA CGM OTELLO;7764.9;24548.07;244.11;771.73;;
9299630;CMA CGM NABUCCO;5698.1;17966.87;282.65;891.24;;
9299642;CMA CGM FIDELIO;2187.6;6907.72;249.68;788.42;;
9299666;EUROCHAMPION 2004;10195.59;32210.64;182.97;578.04;;
9299678;EURONIKE;6118.75;19158.01;194.01;607.45;;
9299680;NS CHALLENGER;5499.59;17418.84;159.96;506.63;;
9299692;NS CONCORD;4488.91;14324.54;162.35;518.06;;
9299707;NS CONCEPT;5745.75;18229.14;137.97;437.72;;
9299719;NS CHAMPION;5409.59;17115.97;132.91;420.52;;
9299733;ANTAIOS;2958.54;9250.59;167.51;523.76;;
9299757;KHAWR ALADID;2428.89;7611.85;145.68;456.54;;
9299769;S-TREASURE;6396.3;20250.02;138.08;437.14;;
9299783;CMA CGM TOSCA;14663.9;46304.89;283.07;893.87;;
9299795;CMA CGM LA TRAVIATA;12986;40968.73;235.73;743.69;;
9299800;CMA CGM MEDEA;1818.3;5729.8;312.05;983.32;;
9299812;CMA CGM NORMA;2531.2;7981.5;306.99;968.01;;
9299862;BALTIC ADVANCE;3543.6;11272.68;86.07;273.8;;
9299874;NCC NAJD;622.1;1941.33;97.61;304.62;;
9300178;HAINAN ISLAND;1515.06;4788.9;79.72;251.99;;
9300192;SARONIC SPIRE;2422.31;7606.82;84.73;266.09;;
9300219;BLUE ALEXANDRA;445.18;1389.63;73.17;228.39;;
9300221;THOR MERCURY;1343.62;4194.57;74.41;232.29;;
9300295;DESERT UNITY;2330.19;7338.91;103.98;327.48;;
9300441;EVER STRONG;12066.58;37659.63;292.64;913.31;;
9300477;EVER SALUTE;7190.62;22453.35;280.1;874.62;;
9300520;YASA PEMBE;828.98;2598.49;90.68;284.25;;
9300623;GM LEGEND;1691.23;5319.29;75.43;237.23;;
9300659;GABRIEL A;1480.62;4613.57;97.29;303.16;;
9300764;UBC TORONTO;216.71;679.21;92.6;290.21;;
9300790;OOCL ASIA;3110.1;9779.41;305.03;959.14;;
9300805;OOCL EUROPE;18713.3;58495.58;277.87;868.6;;
9300829;TERNHOLM;3304.27;10593.49;53.84;172.62;;
9300843;OSPREY S;1619.36;5127.82;61.87;195.9;;
9300855;ASSIMINA II;2034.13;6389.1;79.72;250.41;;
9300881;IKI;728.7;2302.48;64.98;205.32;;
9300908;IBI;292.6;925.71;53.12;168.07;;
9300972;AS CLARITA;1909.92;5954.23;178.81;557.44;;
9301029;AMBROSIA;780.7;2435.88;112.71;351.68;;
9301043;THE UNITY;3415.36;10693.83;113.82;356.4;;
9301108;MOTIVATION D;3058.3;9804.91;71.07;227.85;;
9301122;HOOGE;1585.2;4951.72;106.82;333.67;;
9301134;LANGENESS;2782.46;8781.6;94.7;298.89;;
9301146;EVROPI;0;0;Division by zero!;Division by zero!;;
9301184;FRATZIS  STAR;1695.01;5340.37;113.81;358.58;;
9301196;RIVA WIND;1442.17;4527.18;109.4;343.41;;
9301201;MASTERY D;4414.5;14007.02;79.27;251.51;;
9301287;HISTRIA PERLA;3290.99;10319.73;102.71;322.07;;
9301299;HISTRIA CORAL;3853.43;12088.25;100.6;315.59;;
9301328;MSC DORINE;2300.17;7252.31;193.36;609.64;;
9301433;CMA CGM MALTA;654.92;2039.98;120.24;374.53;;
9301445;BOMAR CALAIS;2746.17;8581.1;136.82;427.53;;
9301457;0090 HSL NIKE;6128.07;19232.5;141.12;442.88;;
9301471;MSC VALENCIA;14791.98;46072.47;323.12;1006.41;;
9301483;MSC PARIS;7651.6;23827.08;327.05;1018.43;;
9301536;SKS SKEENA;1424.11;4491.55;191.41;603.7;;
9301562;GEESKE;1582;4990.38;85.7;270.35;;
9301598;FINNLAND;2110.11;6765.01;44.49;142.63;;
9301603;SEELAND;2036.48;6528.95;43.71;140.14;;
9301720;GENCO PICARDY;2092.68;6551.18;94.16;294.78;;
9301732;ICE ENERGY;2786.58;8735.29;201.01;630.13;;
9301744;ICE VICTORY;1258.25;3944.42;136.51;427.93;;
9301794;SEASPAN JAKARTA;7594.34;23970.42;152.01;479.8;;
9301809;SEASPAN SAIGON;8881.23;28001.14;152.87;481.97;;
9301811;SEASPAN LAHORE;4261.22;13437.41;166.44;524.84;;
9301823;RIO GRANDE EXPRESS;6371.75;20088.34;163.7;516.12;;
9301847;SEASPAN RIO DE JANEIRO;415.85;1312.54;194.48;613.82;;
9301873;FURE WEST;2326.05;6991.6;64.29;193.24;;
9301885;MARIA M;2739.53;8654.65;92.98;293.72;;
9301897;MARVEA;1952.96;6162.71;106.92;337.4;;
9301914;TORM LOKE;713.01;2259.23;93.52;296.33;;
9301926;LUCIE SCHULTE;1635.76;5199.61;127.05;403.86;;
9301938;HANNAH SCHULTE;3115.88;9756.54;144.38;452.08;;
9301952;SEAWAYS VISAYAS;791.1;2481.12;155.82;488.7;;
9301990;ALDEBARAN;1496.84;4721.75;139.42;439.81;;
9302009;LS CHRISTINE;2844.8;8934.04;91.13;286.2;;
9302085;MSC ANAHITA;463.73;1461.36;289.65;912.78;;
9302126;TORM TEVERE;2964.97;9349.04;83.98;264.81;;
9302138;ONE HANNOVER;14334.8;45160.76;272.06;857.12;;
9302140;ONE HUMBER;14197.7;44650.71;269.09;846.27;;
9302152;ONE HARBOUR;14660;46278.92;281.56;888.83;;
9302176;ONE HENRY HUDSON;6352.9;20139.22;241.78;766.48;;
9302205;TORONTO;2652.4;8267.77;110.36;344.02;;
9302243;SVEN-D;5264.47;16460.37;79.44;248.39;;
9302255;SPIRIT;5288.06;16539.48;86.55;270.7;;
9302437;HSL PORTSMOUTH;1155.96;3600.78;147.46;459.34;;
9302449;MAERSK DAKAR;1342.44;4190.5;110.95;346.35;;
9302499;MARAN GAS ASCLEPIUS;12593.52;37168.02;372.08;1098.15;;
9302566;S SANTIAGO;3354.38;10524.54;218.06;684.16;;
9302578;SC MARA;0;0;Division by zero!;Division by zero!;;
9302592;ARCHANGEL;6873.63;21488.65;162.67;508.53;;
9302607;ALASKA;9729.8;30548.82;188.46;591.71;;
9302619;NAVIOS UNITE;2914.4;9211.01;307.49;971.83;;
9302621;NAVIOS UTMOST;7973.11;25171.48;322.86;1019.28;;
9302683;GEORGIA;2950.3;9276.42;93.87;295.16;;
9302750;BRAVERY;1012.26;3190.78;102.86;324.23;;
9302774;OMICRON LIGHT;3549.65;11196.44;94.02;296.55;;
9302786;MIM VANGELIS JR;1399.85;4400.24;90.9;285.73;;
9302803;ANTAKYA-M;251.4;792.94;90.96;286.88;;
9302841;SWAN RIVER;492.83;1538.63;108.89;339.95;;
9302918;TEAM SAMBA;714.13;2241.25;68.21;214.08;;
9302944;MARGARETE SCHULTE;489.06;1550.37;111.58;353.72;;
9302956;COSMOS;6067.3;18959.62;131.52;410.99;;
9302970;SEALOYALTY;6786.45;21239.93;128.04;400.73;;
9302982;STATIA;3177;9957.41;131.21;411.26;;
9302994;SELENA;1408.2;4402.3;115.66;361.58;;
9303041;THOR MAGNHILD;1542.26;4820.35;99.28;310.32;;
9303170;GRAND DUKE;3251.64;10280.91;108.07;341.7;;
9303182;GRAND COSMO;1832.88;5798.2;102.22;323.37;;
9303194;GRAND ORION;1565.74;4966.69;106.19;336.84;;
9303211;GRAND VENUS;1761.07;5563.88;108.97;344.27;;
9303223;GRAND DIAMOND;686.49;2177.16;105.06;333.2;;
9303302;TAIGA DESGAGNES;1131.91;3563.25;74.43;234.29;;
9303314;SJARD;2601.39;8220.99;68.7;217.11;;
9303364;AFRICAN SWAN;752.77;2357.29;67.81;212.35;;
9303429;MANTA HACER;729.4;2284.36;78.12;244.66;;
9303558;HOEGH CHIBA;1863.92;5852.23;105;329.66;;
9303560;GOLAR GRAND;4917.88;14276.09;382.63;1110.72;;
9303649;CHEMROAD HAYA;939.1;2939.63;81.94;256.49;;
9303728;CHRYSOPIGI;2413.86;7557.62;134.22;420.22;;
9303730;VS LEIA;2562.7;8097.51;96.94;306.3;;
9303754;AVNI;1067;3381.39;184.54;584.81;;
9303778;CELSIUS LONDON;3496.4;10919.88;143.45;448.02;;
9303780;IRENES RAINBOW;4946.99;15499.96;125.1;391.96;;
9303807;STANLEY A;3475.71;10932.24;141.24;444.24;;
9304057;NORWEGIAN JADE;12232.74;38320.19;468.53;1467.72;;
9304083;CLARA;678.49;2140.58;110.13;347.44;;
9304100;MANNA;551.33;1719.8;100.57;313.72;;
9304112;CORAL ISLAND;628.62;2005.72;115.07;367.15;;
9304148;AZALEA ISLAND;1380.63;4354.25;103.4;326.11;;
9304174;CENTURION;3431.57;10864.66;92.7;293.49;;
9304198;MALAKAND;505.71;1600.1;99.02;313.32;;
9304203;OMICRON CREST;0;0;Division by zero!;Division by zero!;;
9304215;ARROW LADY;1422.45;4447.52;91.92;287.4;;
9304241;GOOD HOPE MAX;2393.39;7477.36;104.42;326.22;;
9304277;OMICRON TITINA;3520.6;11128.2;107.34;339.28;;
9304306;ORCHID AMERICAS;985.19;3123.55;61.78;195.86;;
9304318;VERONICA DP;2518.28;7956.79;47.74;150.85;;
9304344;MARMOTAS;1434.7;4501.64;55.14;173;;
9304411;MSC ESTHI;17900.58;55866.87;291.25;908.97;;
9304423;MSC MARIA ELENA;13878.02;43798.37;324.74;1024.87;;
9304435;MSC JOANNA;9635.95;30405.04;336.39;1061.45;;
9304447;MSC ROMA;22547.61;70267.36;325.99;1015.91;;
9304459;MSC LISBON;6005.48;18720.06;345.21;1076.09;;
9304461;GALA;1058.85;3316.95;55.82;174.87;;
9304588;TORM RESILIENCE;945.7;2961.51;86.23;270.04;;
9304605;MINERVA SYMPHONY;607.9;1930.37;213.6;678.27;;
9304629;RIDGEBURY NICHOLAS A;2749.74;8639.21;176.99;556.07;;
9304631;VENEZIA;16880.7;52708.62;157.8;492.73;;
9304734;0215 CINDY;1965.42;6146.68;120.82;377.84;;
9304746;ANTWERP TRADER;7198.72;22469.27;123.19;384.51;;
9304758;CHIQUITA EXPRESS;6210.7;19413.82;119.87;374.7;;
9304760;CHIQUITA TRADER;6051.2;18912.39;117.87;368.39;;
9304813;XIN CHANG SHU;6577.01;20672.5;265.93;835.87;;
9304825;SEAMASTER IV;6444.66;20226.66;150.25;471.57;;
9304966;NORTHERN VIVACITY;2508.89;7830.41;124.85;389.67;;
9305051;ALIAKMON;901.39;2819.38;103.11;322.51;;
9305178;PATRONA I;3038.71;9642.36;71.85;227.99;;
9305180;PATALYA;3359.4;10652.71;69.71;221.04;;
9305269;SHARDEN;20337.55;63477.34;261.22;815.31;;
9305300;MAERSK UTAH;3265.02;10194.49;169.08;527.91;;
9305312;MAERSK MONTANA;12905.19;40194.86;204.58;637.2;;
9305336;TANAIS;155.4;487.61;38.6;121.12;;
9305477;MSC TIANSHAN;3618.92;11405;276.92;872.71;;
9305556;STENA ARCTICA;4988.1;15991.85;201.3;645.35;;
9305568;SCF BALTICA;4173.29;13206.12;154.63;489.31;;
9305594;YANTIAN;7129.17;22235.88;290.82;907.06;;
9305611;PROMITHEAS;6169.1;19542.48;163.05;516.5;;
9305623;PROPONTIS;6508.38;20542.17;176.41;556.79;;
9305702;MSC MADELEINE;9723.23;30681.43;319.7;1008.82;;
9305843;COTE DES FLANDRES;13158.81;40985.51;174.22;542.62;;
9305855;MINERVA GRACE;2486.28;7886.3;138.33;438.79;;
9305867;MINERVA RITA;437.29;1386.15;105.93;335.79;;
9305893;MARGUERITE A;5654.9;17638.73;91.41;285.13;;
9305908;VENTO DI SCIROCCO;5757.28;17973.52;93.64;292.34;;
9305934;X-PRESS MONTE ROSA;643.04;2006.49;67.73;211.34;;
9306005;ARNARFELL;6989.34;21825.73;86.64;270.54;;
9306017;HELGAFELL;6957.81;21733.32;83.65;261.3;;
9306029;SANDNES;6049.36;18887.14;96.74;302.03;;
9306067;CALISTO;4444;13993.69;95;299.15;;
9306079;ADELINA D;4342.12;13686.17;78.59;247.7;;
9306172;MAERSK PUELO;12293.2;38621.22;245.43;771.05;;
9306196;PALENA;14844.9;47063.06;231.55;734.1;;
9306201;ANNABA;4596.8;14404.5;83.16;260.6;;
9306213;CONTSHIP SEA;3409.24;10776.69;84.59;267.41;;
9306225;AVA D;4789.87;14986.74;91.46;286.15;;
9306237;CONTSHIP RUN;3718.32;11745.99;94.62;298.91;;
9306249;CONTSHIP MED;3151.08;9941.04;98.75;311.55;;
9306251;MAUREN;3482.58;10889.86;85.96;268.79;;
9306299;SUAVE;816;2586.78;38;120.48;;
9306304;M/V MANISA SOLE;1690.02;5357.17;43.01;136.32;;
9306316;MANISA SILVANA;530.76;1701.62;31.9;102.29;;
9306328;IBRAHIM KONAN;290.2;920.97;43.54;138.19;;
9306380;IRENA;1299.87;4118.34;42.17;133.6;;
9306392;EYUP;661.96;2122.24;35.91;115.11;;
9306419;NORMA;654.69;2074.66;36.57;115.88;;
9306421;ADALADY;1253.34;3982.11;43.82;139.22;;
9306433;SPANACO PROGRESS;1530.99;4908.35;46.82;150.12;;
9306445;ADASUN;1690.46;5364.9;48.61;154.29;;
9306639;SEMBARANI;1131.6;3541.01;135.18;423.01;;
9306641;OLYMPIC VISION;2164.33;6813.77;85.15;268.08;;
9306653;SLOMAN THETIS;1726.41;5451.55;90.48;285.7;;
9306677;SLOMAN THEMIS;1576.85;4980.91;75.72;239.17;;
9306706;NEPTUNE OKEANIS;5478.8;17280.39;86.78;273.69;;
9306718;NEPTUNE THELISIS;3524.8;11114.5;84.41;266.16;;
9306782;NS CENTURY;6073.16;19265.39;143.66;455.73;;
9306794;NS COMMANDER;5978.56;19024.86;190.32;605.64;;
9306823;VEGA VELA;1021.82;3199.69;79.67;249.48;;
9306835;ASTRID L;1652.88;5212.17;84.46;266.32;;
9306940;RALEIGH FISHER;2400.8;7522.07;86.61;271.35;;
9307102;LR1 CARRIER;560.19;1768.96;93.58;295.49;;
9307176;AL DEEBEL;13947.42;40797.65;352.11;1029.94;;
9307205;METHANE LYDON VOLNEY;20748.35;57493.47;388.31;1076;;
9307217;XIN LOS ANGELES;1067.5;3332.35;292.87;914.22;;
9307229;PUSAN C;12351.23;38585.15;307.23;959.8;;
9307231;XIN SHANGHAI;2106.84;6578.73;288.8;901.79;;
9307243;LE HAVRE;15951.28;49798.82;303.99;949.04;;
9307279;SCORPIUS;800.6;2499.94;127.88;399.31;;
9307346;LARVIK;761.6;2384.53;125.32;392.39;;
9307358;TIMCA;10611.95;33068.47;177.16;552.06;;
9307360;KRAFTCA;13504.99;42073.2;176.95;551.27;;
9307384;TRICA;14205.51;44260.45;170.03;529.76;;
9307671;STEN BALTIC;3091.76;9912.19;67.73;217.13;;
9307798;TORM VENTURE;2035.18;6358.95;104.61;326.85;;
9307815;ATLANTICA BRIDGE;907.5;2847.25;85.38;267.89;;
9307827;MINERVA VIRGO;850.6;2709.14;121.51;387.02;;
9307944;AMBER;2225.4;6977.46;132.41;415.14;;
9308003;NAVIOS SUMMER;1567.7;4891.62;188.27;587.44;;
9308027;NAVIOS SPRING;5757.6;18035.32;205.49;643.7;;
9308065;STORVIKEN;1512;4717.19;183.1;571.23;;
9308089;CONQUEST;1510.3;4799.3;121.44;385.89;;
9308091;CONSTELLATION;1676.41;5303.79;119.5;378.08;;
9308106;EVANTHIA;1223.09;3814.9;89.29;278.49;;
9308118;PRIONAS;317.7;1005.21;118.1;373.68;;
9308132;BEKS EBRU;277.92;874.44;148.22;466.37;;
9308168;OCEAN COSMOS;1336.35;4219.97;145.32;458.89;;
9308247;ICARIUS;1676.88;5298.05;103.31;326.42;;
9308390;AS CONSTANTINA;974.82;3035.59;135.56;422.13;;
9308431;UMM BAB;18651.19;54357.46;311.06;906.55;;
9308443;JAG LYALL;972.53;3069.21;145.08;457.85;;
9308510;COSCO HELLAS;1839.34;5798.03;293.4;924.87;;
9308546;EVINCO;2060.31;6551.77;101.49;322.73;;
9308558;EXCELLO;3295.13;10430.9;87.59;277.28;;
9308584;MSC NINA F;2290.66;7230.91;85.58;270.15;;
9308596;CONTSHIP ANA;962.95;3042.09;88.47;279.5;;
9308601;MSC TALIA F;3115.76;9844.17;93.07;294.04;;
9308613;CONTSHIP FUN;2899.9;9156.76;86.3;272.5;;
9308625;MSC LUNA F;1980.4;6256.56;100.57;317.73;;
9308792;LAKE KIVU;7293.34;22768.52;110.4;344.64;;
9308807;CSAV RIO GRANDE;1850.24;5763.25;96.27;299.87;;
9308821;ZUMA;2692.3;8468.32;181.26;570.13;;
9308833;LOVINA;3909.2;12248.19;154.59;484.36;;
9308857;CARMEL;6018.92;18824.81;156.53;489.56;;
9308883;CEPHEUS LEADER;977.2;3079.49;104.86;330.45;;
9308900;PACIFIC;2189.54;7019.67;46.46;148.96;;
9308948;SRI ASIH;2296.54;7195.49;165.6;518.85;;
9308998;CHEMTRANS POLARIS;2617.1;8390.43;105.55;338.41;;
9309148;VS LARA;1486.1;4764.44;65.04;208.52;;
9309239;BIT VIKING;4299;13116.21;125.84;383.94;;
9309277;MONA LISA;11576.5;36346.43;193.5;607.54;;
9309409;AS CARELIA;4253.2;13323.74;128.02;401.05;;
9309423;MINERVA NOUNOU;3834.4;12181.31;171.32;544.27;;
9309435;MINERVA ALICE;6485.23;20620.72;155.18;493.42;;
9309447;MSC RANIA;1704.38;5390.17;298.75;944.82;;
9309459;MSC SILVANA;6649.3;20978.4;306.77;967.84;;
9309461;MSC TOMOKO;15768.68;49740.9;311.55;982.76;;
9309473;MSC HEIDI;8361.08;26375.7;338.72;1068.53;;
9309485;CYMONA STAR;657.28;2052.88;102.18;319.14;;
9309502;CHEMROAD WING;935.8;2924.75;80.03;250.13;;
9309526;CATALONIA;0;0;Division by zero!;Division by zero!;;
9309588;NS STELLA;75.06;236.57;122.15;384.98;;
9309629;CELSIUS MONACO;1560.4;4941.36;65.08;206.09;;
9309655;JALMA TOPIC;808.4;2550.04;94.15;297;;
9309978;VS LISBETH;3026.44;9535.45;93.09;293.29;;
9309980;LUZERN;4636.09;14711.38;139.22;441.78;;
9310109;LIBERTY;1630.2;5102.78;122.04;382.01;;
9310202;NURI SONAY;1016.51;3215.14;53.4;168.9;;
9310276;PANASIATIC;891.48;2809.36;116.95;368.54;;
9310355;OLYMPUS;3318.13;10637.93;43.96;140.95;;
9310408;DESPINA D;1688.28;5271.81;99.25;309.92;;
9310525;KYTHIRA WARRIOR;2630.91;8391.63;213.5;680.97;;
9310537;THE GIVER;1394.6;4363.42;107.08;335.03;;
9310628;SUMMIT SUCCESS;1697.39;5363.04;112.11;354.23;;
9310642;LAUSANNE;906.41;2827.82;99.05;309.02;;
9310707;CHALLENGE PASSAGE;1573.55;4949.1;101.98;320.75;;
9310757;POLARSTAR;2359.03;7398.74;74.51;233.69;;
9310769;HTK FORTUNE;851.24;2689.57;77.43;244.64;;
9310850;REGINA;852.96;2689.34;119.13;375.6;;
9311000;ROSE M;980.09;3068.89;81.78;256.08;;
9311012;STOLT GLORY;2154.4;6756.88;86.9;272.53;;
9311048;RIDGEBURY ACACIA;2093.75;6642.53;88.85;281.87;;
9311050;S-BRONCO;714.13;2250.81;74.98;236.33;;
9311153;NILOS;1539.01;4854.26;104.72;330.3;;
9311165;NIKOLAS XL;2769.36;8690.82;114.32;358.77;;
9311206;CUMA;1358.33;4234.48;121.98;380.25;;
9311220;IONIC KATANA;187.59;584.29;96.1;299.33;;
9311256;MONAX;2115.62;6703.78;55.76;176.7;;
9311402;PORT ALICE;514.96;1630.28;84.66;268.02;;
9311452;ANDROS GLORY;4773.33;14921.49;159.81;499.58;;
9311464;THE MOTHERSHIP;0;0;Division by zero!;Division by zero!;;
9311490;ISABELLA M;457;1440.89;96.41;303.99;;
9311529;SSI NEMESIS;1679.5;5247.18;74.62;233.12;;
9311567;LNG KANO;12219.1;33654.86;271.44;747.62;;
9311579;LNG ONDO;10843.8;29859.33;250.63;690.12;;
9311581;LNG IMO;10819.8;29795.23;291.29;802.15;;
9311622;VLADIMIR TIKHONOV;1336.1;4223.81;230.91;729.98;;
9311634;SAWTOOTH;516.6;1618.09;57.67;180.64;;
9311646;LUTSEN;314.69;992.98;82.83;261.37;;
9311701;MAERSK KANSAS;3251.3;10142.02;178.8;557.73;;
9311725;FSL SINGAPORE;1642.87;5173.19;89.75;282.61;;
9311751;MAERSK ARCTIC;3936.98;12389.89;94.45;297.24;;
9311787;AS CLEOPATRA;2546.53;7990.57;137.81;432.41;;
9311842;GARFIELD;990.49;3100.97;196.8;616.13;;
9311854;TALIA;2638.8;8342.29;141.16;446.28;;
9311866;TAIPAN;1695.28;5373.03;143.29;454.15;;
9311878;MARY ARCTICA;1356.08;4269.61;91.16;287.01;;
9311880;LETO;6607.7;20595.76;145.01;452;;
9311892;HUNTER 1;250.1;785.88;36.45;114.54;;
9312078;PATRICIA;2975.83;9337.32;83.05;260.58;;
9312080;PATAGONIA;1899.6;6050.28;115.88;369.09;;
9312092;GRANDE SICILIA;4262.92;13379.71;82.67;259.46;;
9312133;EXPLORER;2501.67;7819.11;151.16;472.45;;
9312145;SOUNION;3922.72;12253.71;205.26;641.19;;
9312157;FESCO ULISS;726.2;2294.03;51.92;164.02;;
9312169;MELISSA;1931.2;6115.7;54.59;172.87;;
9312195;ENDEAVOR;4219.44;13178.85;77.03;240.61;;
9312200;ENDURANCE;4688.3;14754.98;75.52;237.69;;
9312212;ENSEMBLE;4599;14388.34;77.88;243.66;;
9312341;AMALIYA;1759.6;5566.15;66.69;210.95;;
9312406;ALICE N;2743.34;8671.39;53.84;170.18;;
9312418;AS PAOLA;1310.92;4082.31;147.65;459.78;;
9312444;STENA PRESIDENT;3094.1;9729.91;132.58;416.91;;
9312470;HOEGH DETROIT;2422.65;7590.6;110.61;346.56;;
9312482;HOEGH SHANGHAI;1297.46;4060.66;112.02;350.6;;
9312640;ELBELLA;534.76;1670.2;117.71;367.64;;
9312781;NYK VEGA;13887.1;43779.56;267.11;842.06;;
9312793;NYK VENUS;12951.8;40814.58;275.95;869.58;;
9312808;NYK VESTA;11527.47;35944.8;269.53;840.44;;
9312810;NYK VIRGO;16744.04;52817.42;293.77;926.65;;
9312822;MORNING CONCERT;3455.2;10932.01;130.18;411.87;;
9312834;MORNING CHORUS;2297.45;7271.39;125.74;397.97;;
9312858;GALWAY SPIRIT;1222.7;3838.29;143.17;449.45;;
9312860;LIMERICK SPIRIT;723.18;2254.22;138.62;432.09;;
9312872;ALMI SPIRIT;0;0;Division by zero!;Division by zero!;;
9312884;NS COLUMBUS;3136.37;9919.74;169.09;534.79;;
9312896;NS CREATION;6495;20532.97;144.52;456.87;;
9312901;WONDER MIMOSA;1857.93;5857.46;108.75;342.85;;
9312913;SEAWAYS CHANIA;1854.07;5892.26;109.82;349.01;;
9312925;SEAWAYS CANAVERAL;3634.99;11517.19;95.3;301.95;;
9312975;NYK OCEANUS;11466.3;36134.94;265.65;837.17;;
9312987;ONE OLYMPUS;8239.48;25982.77;236.98;747.3;;
9312999;NYK ORION;10727.9;33804.06;242.88;765.34;;
9313008;ONE ORPHEUS;12827.19;40419.45;255.04;803.66;;
9313022;STAR OMICRON;912.53;2866.5;118.36;371.79;;
9313113;RAVENCLAW;1594.63;5112.38;77.76;249.31;;
9313199;BALTIC TERN;4994.3;15623.85;114.57;358.41;;
9313204;BALTIC FULMAR;5312.53;16734.13;113.68;358.07;;
9313216;BALTIC PETREL;5532.3;17473.47;96.64;305.23;;
9313228;BALTIC SHEARWATER;5485.76;17375.26;99.36;314.71;;
9313242;GOOFY;1886.05;5891.28;128.93;402.73;;
9313400;NEW ELIAS;1454.7;4561.21;188.82;592.06;;
9313424;ANWAAR AL KHALIJ;1246.25;3892.87;84.1;262.72;;
9313436;PEONIA;3357.82;10629.5;119.68;378.87;;
9313450;ANWAAR AL NASER;760.97;2377.28;86.47;270.13;;
9313503;FASSA;2531.22;8007.64;101.22;320.2;;
9313527;GIJON KNUTSEN;4258.06;13651.34;169.14;542.25;;
9313905;MAERSK BOSTON;4874.03;15184.84;233.05;726.07;;
9313917;MAERSK BALTIMORE;7252.33;22593.12;217.85;678.66;;
9313943;SEAGO ISTANBUL;5277.88;16449.88;196.84;613.49;;
9313955;SEAGO PIRAEUS;5459.04;17004.61;200.71;625.22;;
9313967;SEAGO BREMERHAVEN;2078.85;6473.95;196.04;610.5;;
9314064;DEYI EXCELLENCE;2315.8;7305.84;155.63;490.99;;
9314105;SONGA CORAL;4877.4;15231.5;179.69;561.14;;
9314167;LA BOHEME;5030.9;15746.48;161.83;506.53;;
9314179;LORELEI;1389.45;4346.11;127.72;399.5;;
9314181;BROOK TROUT;1855.36;5781.67;115.24;359.12;;
9314210;SAFMARINE MAFADI;16596.83;51748.65;207.33;646.44;;
9314442;CHELSEA-2;127.7;409.41;25.15;80.62;;
9314715;TRANS CHEMICA;2751.33;8668.02;51.39;161.91;;
9314753;TRANS EXETER;3207.61;10123.54;51.06;161.15;;
9314777;AMALIE ESSBERGER;2735;8768.41;46.79;150.02;;
9314806;ADVANTAGE PRIDE;3576.14;11348.63;90.55;287.36;;
9314818;BALTIC MONARCH;3866.43;12334.33;113.13;360.89;;
9314820;BALTIC MARINER I;3058.96;9695.55;86.81;275.14;;
9314832;ADVANTAGE PRETTY;4426.23;14115.9;100.69;321.11;;
9314844;SAN CARLOS;3729.07;11780.28;135.79;428.96;;
9314856;SAN SEBASTIAN;3235.91;10226.41;110.92;350.53;;
9314868;SAN FELIX;4908.75;15543.95;132.99;421.11;;
9314870;KRITI ADMIRAL;2525.2;7984.03;93.93;296.97;;
