;;Totals;;;;;;;;;;;Average energy efficiency;;;;;;;;;;;;Distance and time;;;Average energy efficiency on Laden Voyages;;;;;;;;;;;;Additional voluntary reporting;
IMO Number;Name;Total fuel consumption [m tonnes];Fuel consumptions assigned to On laden [m tonnes];Total CO₂ emissions [m tonnes];CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes];CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes];CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes];CO₂ emissions assigned to Passenger transport [m tonnes];CO₂ emissions assigned to Freight transport [m tonnes];CO₂ emissions assigned to On laden [m tonnes];Annual Total time spent at sea [hours];Annual average Fuel consumption per distance [kg / n mile];Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles];Annual average Fuel consumption per transport work (volume) [g / m³ · n miles];Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles];Annual average Fuel consumption per transport work (pax) [g / pax · n miles];Annual average Fuel consumption per transport work (freight) [g / m tonnes · n miles];Annual average CO₂ emissions per distance [kg CO₂ / n mile];Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles];Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles];Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles];Annual average CO₂ emissions per transport work (pax) [g CO₂ / pax · n miles];Annual average CO₂ emissions per transport work (freight) [g CO₂ / m tonnes · n miles];Through ice [n miles];Total time spent at sea [hours];Total time spent at sea through ice [hours];Fuel consumption per distance on laden voyages [kg / n mile];Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles];Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles];Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles];Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles];Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles];CO₂ emissions per distance on laden voyages [kg CO₂ / n mile];CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles];CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles];CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles];CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles];CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles];Additional information to facilitate the understanding of the reported average operational energy efficiency indicators;Average density of the cargo transported [m tonnes / m³]
9724609;BRITISH SEAFARER;4406,42;;13819,05;238,75;6674,5;6482,7;423,1;N/A;N/A;;5080,73;94,24;3,64;N/A;N/A;N/A;N/A;295,54;11,41;N/A;N/A;N/A;N/A;N/A;5080,73;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724611;ARCHON;1366,3;;4269,86;800,6;1081,5;1914,9;472,9;N/A;N/A;;1178,2;91,53;2,82;N/A;N/A;N/A;N/A;286,05;8,83;N/A;N/A;N/A;N/A;N/A;1178,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724623;AMFITRION;633,02;;1988,2;385;606;738;247;N/A;N/A;;741;99,66;6,22;N/A;N/A;N/A;N/A;313;19,53;N/A;N/A;N/A;N/A;N/A;741;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724647;PINK SANDS;1087,83;;3393,98;0;493,82;2840,53;59,63;N/A;N/A;;947,9;143,76;0,91;N/A;N/A;N/A;N/A;448,52;2,83;N/A;N/A;N/A;N/A;N/A;947,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724673;BRITISH SAILOR;2687,19;;8434,83;744,97;2883,51;4439,03;367,32;N/A;N/A;;3000,2;81,13;2,86;N/A;N/A;N/A;N/A;254,66;8,98;N/A;N/A;N/A;N/A;N/A;3000,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724685;BRITISH CAPTAIN;2626,86;;8286,4;1752,98;2272,26;3373,45;887,71;N/A;N/A;;3198,54;93,16;3,63;N/A;N/A;N/A;N/A;293,88;11,44;N/A;N/A;N/A;N/A;N/A;3198,54;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724738;GRANDE LUANDA;7681,88;;24131,69;2388,15;5292,6;15123,5;1327,44;N/A;N/A;;3309,3;138,73;N/A;2,13;N/A;N/A;N/A;435,8;N/A;6,68;N/A;N/A;N/A;N/A;3309,3;N/A;;N/A;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;
9724740;SKYWALKER;943,97;;2952,27;841,85;1172,55;818,67;119,2;N/A;N/A;;1382,07;102,75;2,52;N/A;N/A;N/A;N/A;321,35;7,89;N/A;N/A;N/A;N/A;N/A;1382,07;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724752;SKYFALL;1108,49;;3459,44;0;1039,18;2370,66;49,6;N/A;N/A;;1249,2;105,91;2,54;N/A;N/A;N/A;N/A;330,52;7,91;N/A;N/A;N/A;N/A;N/A;1249,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724776;SOFIE VICTORY;1513,03;;4740,9;79,32;3192,03;1196,24;273,31;N/A;N/A;;1450,01;93,77;2,22;N/A;N/A;N/A;N/A;293,82;6,97;N/A;N/A;N/A;N/A;N/A;1450,01;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724829;TEMPO;1492,1;;4662,79;0;1914,54;2541,47;206,79;N/A;N/A;;772,5;163,34;1,22;N/A;N/A;N/A;N/A;510,43;3,81;N/A;N/A;N/A;N/A;N/A;772,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9724996;ASIAN MAJESTY;1292,86;;4033,28;0;436,8;3436,43;160,07;N/A;N/A;;1652,3;80,77;1,92;N/A;N/A;N/A;N/A;251,99;5,99;N/A;N/A;N/A;N/A;N/A;1652,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725029;ASIAN PRIDE;531,28;;1666,06;0;981,17;589,37;95,52;N/A;N/A;;903,9;103,77;2,37;N/A;N/A;N/A;N/A;325,43;7,44;N/A;N/A;N/A;N/A;N/A;903,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725392;XING RONG HAI;395,29;;1236,9;834,19;0;327,19;75,56;N/A;N/A;;568,15;74,28;3,06;N/A;N/A;N/A;N/A;232,42;9,58;N/A;N/A;N/A;N/A;N/A;568,15;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725407;XING RU HAI;1250,88;;3923,31;752,22;3062,26;0;108,84;N/A;N/A;;1523,1;82,42;3,24;N/A;N/A;N/A;N/A;258,52;10,15;N/A;N/A;N/A;N/A;N/A;1523,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725421;VIKING SEA;6079,6;;18984,73;8266,78;1928,09;4333,15;4456,7;N/A;N/A;;3146,27;152,6;N/A;N/A;N/A;178,53;N/A;476,53;N/A;N/A;N/A;557,49;N/A;0;3146,27;0;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
9725433;VIKING SUN;7879,85;;24630,19;15101,43;2402,66;6527,42;598,68;N/A;N/A;;6043,28;177,19;N/A;N/A;N/A;196,58;N/A;553,84;N/A;N/A;N/A;614,45;N/A;0;6043,28;0;;N/A;N/A;N/A;;N/A;;N/A;N/A;N/A;;N/A;;
9725445;FEDERAL TOKORO;1171,94;;3666,17;0;247,73;3346,97;71,46;N/A;N/A;;1144,1;89,69;2,74;N/A;N/A;N/A;N/A;280,57;8,58;N/A;N/A;N/A;N/A;;1144,1;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725469;NORD MISSOURI;452,5;;1412,68;0;407,21;982,71;22,76;N/A;N/A;;832,3;64,42;1,76;N/A;N/A;N/A;N/A;201,12;5,51;N/A;N/A;N/A;N/A;N/A;832,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725548;SANTA ANGELINA;654,3;;2049,1;726,62;1255,16;0;67,33;N/A;N/A;;827,4;71,53;1,84;N/A;N/A;N/A;N/A;224,02;5,78;N/A;N/A;N/A;N/A;N/A;827,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725550;IVS WENTWORTH;1862,04;;5804,04;3032;327,96;2091,26;352,82;N/A;N/A;;2163,55;85,28;2,7;N/A;N/A;N/A;N/A;265,81;8,42;N/A;N/A;N/A;N/A;N/A;2163,55;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725574;BULK AQUILA;783,29;625,61;2443,26;0;1908,23;460,23;74,8;N/A;N/A;1952,25;803,7;94,39;3,19;N/A;N/A;N/A;N/A;294,43;9,95;N/A;N/A;N/A;N/A;N/A;803,7;N/A;96,39;2,55;N/A;N/A;N/A;N/A;300,79;7,95;N/A;N/A;N/A;N/A;;
9725603;HAFNIA BERING;4442,83;;13981,93;6626,75;2552,54;3757,76;1044,88;N/A;N/A;;6324,5;101,57;4,86;N/A;N/A;N/A;N/A;319,66;15,28;N/A;N/A;N/A;N/A;0;6324,5;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725615;HAFNIA MAGELLAN;3761,44;;11922,82;3078,89;3442,53;4677,61;723,79;N/A;N/A;;6286,7;73,77;4,01;N/A;N/A;N/A;N/A;233,84;12,73;N/A;N/A;N/A;N/A;0;6286,7;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725627;HAFNIA MALACCA;2712,15;;8503,5;2851,6;2207,81;2820,27;623,82;N/A;N/A;;4730,24;78,64;3,57;N/A;N/A;N/A;N/A;246,57;11,2;N/A;N/A;N/A;N/A;0;4730,24;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725639;HAFNIA SUNDA;4216,44;;13443,12;5780,63;2486,62;4082,09;1093,79;N/A;N/A;;7850,75;75,46;4,12;N/A;N/A;N/A;N/A;240,6;13,15;N/A;N/A;N/A;N/A;0;7850,75;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725706;MAERSK SALTORO;3746,37;;11668,07;3208,98;5961,85;2261,92;235,34;N/A;N/A;;866,9;234,66;2,81;N/A;N/A;N/A;N/A;730,86;8,75;N/A;N/A;N/A;N/A;N/A;866,9;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725823;CENTRAL PARK;2526,59;;7902,7;2120,82;1915,35;3012,13;854,41;N/A;N/A;;3660,59;77,22;0,52;N/A;N/A;N/A;N/A;241,52;1,62;N/A;N/A;N/A;N/A;N/A;3660,59;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725835;CHEM BARCELONA;1421,3;;4477,43;208,07;1643,24;2045,83;580,29;N/A;N/A;;1955,25;59,48;4,32;N/A;N/A;N/A;N/A;187,38;13,61;N/A;N/A;N/A;N/A;N/A;1955,25;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725847;HOUYOSHI PARK;1282,99;;4008,11;508,16;748,44;2115,56;635,92;N/A;N/A;;2573,08;68,43;1,03;N/A;N/A;N/A;N/A;213,76;3,21;N/A;N/A;N/A;N/A;N/A;2573,08;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725859;TIGER HARMONY;487,99;;1522,82;105,19;189,5;1145,87;82,26;N/A;N/A;;641,08;62,21;3,62;N/A;N/A;N/A;N/A;194,14;11,3;N/A;N/A;N/A;N/A;N/A;641,08;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725861;HYDE PARK;1412,24;;4414,57;485,38;988,6;2270,82;669,75;N/A;N/A;;2818,92;73,93;0,78;N/A;N/A;N/A;N/A;231,09;2,44;N/A;N/A;N/A;N/A;N/A;2818,92;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725873;OGINO PARK;2698,34;;8433,26;2305,29;958,69;4441,29;727,98;N/A;N/A;;3752,46;78,77;0,59;N/A;N/A;N/A;N/A;246,19;1,85;N/A;N/A;N/A;N/A;N/A;3752,46;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725885;BOREAS VENTURE;1587;;4964,37;611;270;3792;292;N/A;N/A;;2092;80,39;2,64;N/A;N/A;N/A;N/A;251,47;8,25;N/A;N/A;N/A;N/A;N/A;2092;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725897;EURUS VENTURE;1058;;3311,91;463;1425;1283;139;N/A;N/A;;1391;76,68;2,42;N/A;N/A;N/A;N/A;240,05;7,59;N/A;N/A;N/A;N/A;N/A;1391;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725902;NOTOS VENTURE;947;;2967,27;581;1923;312;152;N/A;N/A;;2247;82,36;2,97;N/A;N/A;N/A;N/A;258,07;9,32;N/A;N/A;N/A;N/A;N/A;2247;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9725914;ZEPHYR VENTURE;524;;1644,52;59;1505;50;34;N/A;N/A;;834;73,1;2,16;N/A;N/A;N/A;N/A;229,43;6,78;N/A;N/A;N/A;N/A;N/A;834;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726023;UNITY FORCE;1146,15;1003,26;3593,81;380,49;1526,61;1498,18;188,52;N/A;N/A;3138;1329,02;77,4;1,75;N/A;N/A;N/A;N/A;242,68;5,5;N/A;N/A;N/A;N/A;N/A;1329,02;N/A;Division by zero!;1,54;N/A;N/A;N/A;N/A;Division by zero!;4,8;N/A;N/A;N/A;N/A;;
9726073;SHERGAR;82,9;82,9;260,27;0;201,31;0;58,95;N/A;N/A;260,27;33,9;168,5;4,86;N/A;N/A;N/A;N/A;529;15,27;N/A;N/A;N/A;N/A;N/A;33,9;N/A;168,5;4,86;N/A;N/A;N/A;N/A;529;15,27;N/A;N/A;N/A;N/A;;
9726114;SHAAMIT;611,9;57,8;1909,79;0;1728,05;133,01;48,73;N/A;N/A;181,73;457,5;119,35;159,46;N/A;N/A;N/A;N/A;372,5;497,7;N/A;N/A;N/A;N/A;N/A;457,5;N/A;11,27;15,06;N/A;N/A;N/A;N/A;35,45;47,36;N/A;N/A;N/A;N/A;;
9726126;SINNDAR;3309,56;2694,1;10333,68;0;2634,07;7546,22;153,39;N/A;N/A;8410,94;2786,2;115,52;3;N/A;N/A;N/A;N/A;360,7;9,38;N/A;N/A;N/A;N/A;N/A;2786,2;N/A;94,04;2,44;N/A;N/A;N/A;N/A;293,59;7,63;N/A;N/A;N/A;N/A;;
9726164;IVS TEMBE;1605,03;;5022,51;475,68;1673,05;2705,05;168,73;N/A;N/A;;2168,2;67;3,04;N/A;N/A;N/A;N/A;209,66;9,52;N/A;N/A;N/A;N/A;N/A;2168,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726229;IVS HIRONO;2249,33;;7032,38;2322,22;415,54;4030,83;263,79;N/A;N/A;;2416,75;87,47;2,03;N/A;N/A;N/A;N/A;273,47;6,33;N/A;N/A;N/A;N/A;N/A;2416,75;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726243;IVS BOSCH HOEK;1112,15;;3467,71;479,3;811,89;1989,45;187,07;N/A;N/A;;1357,7;91,95;3,88;N/A;N/A;N/A;N/A;286,71;12,1;N/A;N/A;N/A;N/A;N/A;1357,7;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726322;NAVIGATOR AURORA;7256,29;;22762,58;169,92;10876,71;10885,6;632,54;N/A;N/A;;5722,2;104,81;7,53;N/A;N/A;N/A;N/A;328,77;23,64;N/A;N/A;N/A;N/A;N/A;5722,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726413;SARITA NAREE;589,31;;1845,56;6,6;871,53;838,07;129,36;N/A;N/A;;614,3;82,35;1,86;N/A;N/A;N/A;N/A;257,89;5,83;N/A;N/A;N/A;N/A;N/A;614,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726425;SARIKA NAREE;1988,94;1555,92;6224,95;578,21;2974,06;1533,28;134,97;N/A;N/A;4852,66;1426,5;120,19;2,73;N/A;N/A;N/A;N/A;376,18;8,55;N/A;N/A;N/A;N/A;N/A;1426,5;N/A;Division by zero!;2,14;N/A;N/A;N/A;N/A;Division by zero!;6,66;N/A;N/A;N/A;N/A;;
9726437;SAVITA NAREE;180,74;142,94;565,11;215,4;117,94;212,19;19,59;N/A;N/A;447,17;215,6;66,01;4,56;N/A;N/A;N/A;N/A;206,38;14,27;N/A;N/A;N/A;N/A;N/A;215,6;N/A;Division by zero!;3,61;N/A;N/A;N/A;N/A;Division by zero!;11,29;N/A;N/A;N/A;N/A;;
9726449;SAROCHA NAREE;2249,79;2017,91;7069,33;243,85;2683,29;3902,26;239,94;N/A;N/A;6325,93;2739,32;83,36;1,8;N/A;N/A;N/A;N/A;261,94;5,66;N/A;N/A;N/A;N/A;N/A;2739,32;N/A;81,65;1,62;N/A;N/A;N/A;N/A;255,96;5,07;N/A;N/A;N/A;N/A;;
9726451;MAERSK TANGIER;3283,67;;10342,3;1981,99;3558,19;3638,84;1163,28;N/A;N/A;;3641,55;78,01;2,79;N/A;N/A;N/A;N/A;245,7;8,79;N/A;N/A;N/A;N/A;N/A;3641,55;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726463;MAERSK TEESPORT;727,39;;2287,85;317,49;650,64;911,04;408,67;N/A;N/A;;741,92;119,43;3,65;N/A;N/A;N/A;N/A;375,64;11,47;N/A;N/A;N/A;N/A;N/A;741,92;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726475;TORM TROILUS;1072,36;;3364,79;326,45;1244,12;1631,41;109,08;N/A;N/A;;1300,5;70,05;2,56;N/A;N/A;N/A;N/A;219,79;8,03;N/A;N/A;N/A;N/A;N/A;1300,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726487;TORM TIMOTHY;3056,87;;9554,74;552,56;3141,38;4913,52;656,78;N/A;N/A;;2820,55;102,26;3,73;N/A;N/A;N/A;N/A;319,63;11,66;N/A;N/A;N/A;N/A;N/A;2820,55;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726504;KMARIN GENOA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726516;KMARIN OSLO;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726566;TD TOKYO;1862,28;;5838,82;1244,47;2570,05;1865,29;159,02;N/A;N/A;;2277,55;87,84;2,3;N/A;N/A;N/A;N/A;275,39;7,22;N/A;N/A;N/A;N/A;N/A;2277,55;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726578;TD HAMBURG;1028,32;;3214,52;879,54;861,51;1341,74;131,73;N/A;N/A;;1119,2;82;2,72;N/A;N/A;N/A;N/A;256,32;8,5;N/A;N/A;N/A;N/A;N/A;1119,2;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726580;FRONT OCELOT;8945,4;;28455,38;2699,06;7937,99;13084,23;4734,1;N/A;N/A;;7395,97;136,75;2,14;N/A;N/A;N/A;N/A;435,02;6,81;N/A;N/A;N/A;N/A;0;7395,97;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726592;FRONT LYNX;6715,4;;21412,66;417,42;6359,65;10382,84;4252,75;N/A;N/A;;5881,18;149,93;2,65;N/A;N/A;N/A;N/A;478,06;8,45;N/A;N/A;N/A;N/A;0;5881,18;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726607;HAFNIA HENRIETTE;2352,7;;7358,94;0;4518,77;2791,98;48,19;N/A;N/A;;3947,44;94,03;3,81;N/A;N/A;N/A;N/A;294,1;11,91;N/A;N/A;N/A;N/A;N/A;3947,44;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726619;HAFNIA LENE;4461,36;;13971,17;527,3;6710,65;6219,82;513,4;N/A;N/A;;6372,84;88,49;3,83;N/A;N/A;N/A;N/A;277,11;11,99;N/A;N/A;N/A;N/A;N/A;6372,84;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726621;HAFNIA LISE;2388,53;;7507,65;903;2849,85;3526,86;227,95;N/A;N/A;;3378,95;94,98;3,51;N/A;N/A;N/A;N/A;298,55;11,04;N/A;N/A;N/A;N/A;0;3378,95;0;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726671;MAERSK STADELHORN;5901,27;;18453,64;4940,38;8348,09;4033,93;1131,24;N/A;N/A;;1639,5;237,02;Division by zero!;N/A;N/A;N/A;N/A;741,17;Division by zero!;N/A;N/A;N/A;N/A;N/A;1639,5;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9726695;GLOBAL HIGHWAY;5933,3;;18612,47;3421,61;7731,38;6731,41;728,07;N/A;N/A;;3757,9;103,23;14,11;N/A;;N/A;N/A;323,82;44,28;N/A;;N/A;N/A;N/A;3757,9;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9726700;HORIZON HIGHWAY;10514,6;;33019,78;2702,02;15360,82;13695,38;1261,56;N/A;N/A;;5954;109,84;15,07;N/A;;N/A;N/A;344,93;47,34;N/A;;N/A;N/A;N/A;5954;N/A;;;N/A;;N/A;N/A;;;N/A;;N/A;N/A;;
9726750;MTM SAVANNAH;1152,3;998,3;3632,82;815,11;939,29;1585,51;292,92;N/A;N/A;3139,1;2472,1;63,38;4,63;N/A;N/A;N/A;N/A;199,83;14,61;N/A;N/A;N/A;N/A;N/A;2472,1;N/A;61,38;4,01;N/A;N/A;N/A;N/A;193,01;12,62;N/A;N/A;N/A;N/A;;
9726762;ROYAL HOPE;916,6;;2888,25;616,83;1147,74;1027,5;96,18;N/A;N/A;;1213,3;97,31;2,49;N/A;N/A;N/A;N/A;306,64;7,84;N/A;N/A;N/A;N/A;N/A;1213,3;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727003;GENER8 SUCCESS;5107,5;;15967,39;0;11248,19;3905,19;814;N/A;N/A;;2169;209,56;0,89;N/A;N/A;N/A;N/A;655,14;2,8;N/A;N/A;N/A;N/A;N/A;2169;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727015;GENER8 ANDRIOTIS;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727027;GENER8 CHIOTIS;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727039;GENER8 MILTIADES;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;N/A;0;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727041;SAGAR SAMRAT;6352,4;;19979,53;2437,45;7831,95;8405,05;1305,08;N/A;N/A;;5438,4;104,28;2,81;N/A;N/A;N/A;N/A;327,97;8,85;N/A;N/A;N/A;N/A;N/A;5438,4;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727065;NORD BELUGA;0;;0;0;0;0;0;N/A;N/A;;0;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;Division by zero!;Division by zero!;N/A;N/A;N/A;N/A;;0;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727118;NORDIC OLYMPIC;3362,18;;10546,45;1807,4;2985,22;5084,54;669,28;N/A;N/A;;3239,06;85,01;2,05;N/A;N/A;N/A;N/A;266,65;6,42;N/A;N/A;N/A;N/A;;3239,06;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727120;NORDIC OASIS;4275,2;;13415,98;3339,8;4016,22;4538,32;1521,65;N/A;N/A;;3962,37;90,64;2,31;N/A;N/A;N/A;N/A;284,45;7,25;N/A;N/A;N/A;N/A;;3962,37;;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727144;TAI SUMMIT;604,24;495,93;1908,99;345,08;331,72;1006,71;225,48;N/A;N/A;1563,92;839,62;83,58;2,06;N/A;N/A;N/A;N/A;264,06;6,52;N/A;N/A;N/A;N/A;N/A;839,62;N/A;86,13;1,69;N/A;N/A;N/A;N/A;271,62;5,34;N/A;N/A;N/A;N/A;;
9727156;ADA;513,54;;1613,81;0;684,88;909,37;19,56;N/A;N/A;;803,91;78,22;2,17;N/A;N/A;N/A;N/A;245,82;6,81;N/A;N/A;N/A;N/A;N/A;803,91;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727168;ZANTE;951,48;;2974,21;206,21;1932,53;785,07;50,43;N/A;N/A;;1440,72;70,43;1,61;N/A;N/A;N/A;N/A;220,17;5,02;N/A;N/A;N/A;N/A;N/A;1440,72;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727182;LOWLANDS HOPE;897,7;731,7;2814,53;353,54;995,8;1293,71;171,48;N/A;N/A;2288,84;1513,8;75,76;2,26;N/A;N/A;N/A;N/A;237,52;7,1;N/A;N/A;N/A;N/A;;1513,8;;61,75;1,84;N/A;N/A;N/A;N/A;193,16;5,77;N/A;N/A;N/A;N/A;;
9727285;GLENGYLE;694,06;;2171,51;732,56;153,02;1124,06;161,87;N/A;N/A;;768,6;73,79;1,07;N/A;N/A;N/A;N/A;230,88;3,35;N/A;N/A;N/A;N/A;N/A;768,6;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727297;AFRICAN ARROW;1887,79;;5899,88;453,92;2582,26;2748,35;115,35;N/A;N/A;;2095,1;89,64;1,84;N/A;N/A;N/A;N/A;280,16;5,75;N/A;N/A;N/A;N/A;N/A;2095,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
9727314;CSK UNITY;1314,46;;4124,86;0;1170,56;2847,1;107,2;N/A;N/A;;2301,1;97,34;2,09;N/A;N/A;N/A;N/A;305,45;6,56;N/A;N/A;N/A;N/A;N/A;2301,1;N/A;;;N/A;N/A;N/A;N/A;;;N/A;N/A;N/A;N/A;;
